t_index	term	df
18193	thereaft	1
18194	therebi	4
18195	therefor	32
18196	theres	1
18197	theresa	6
18198	theriault	1
18199	thermal	2
18200	theron	4
18201	thg	5
18202	thie	3
18203	thiemann	1
18204	thierri	14
18205	thiev	5
18206	thigh	4
18207	thilo	1
18208	thing	311
18209	think	439
18210	thinker	1
18211	thinkvantag	1
18212	thinner	3
18213	thion	6
18214	thirlbi	1
18215	thirlwel	1
18216	thirst	6
18217	thirteen	1
18218	thirti	10
18219	thoday	2
18220	thokozani	1
18221	thoma	59
18222	thompson	28
18223	thomsen	1
18224	thomson	8
18225	thor	1
18226	thorn	2
18227	thorni	2
18228	thornton	3
18229	thorough	20
18230	thorp	2
18231	thou	1
18232	thought	226
18233	thousand	100
18234	thrash	7
18235	threadbar	1
18236	threat	93
18237	threaten	69
18238	threatend	1
18239	threefold	1
18240	threshold	11
18241	threw	17
18242	thrill	25
18243	thriller	20
18244	thrive	11
18245	throat	3
18246	throb	1
18247	throne	5
18248	throng	1
18249	throttl	1
18250	throughput	2
18251	throw	37
18252	thrower	1
18253	thrown	31
18254	thrust	8
18255	thuggish	1
18256	thumb	11
18257	thumbsuck	2
18258	thump	6
18259	thunder	5
18260	thunderbird	4
18261	thundercat	1
18262	thurman	1
18263	thursday	147
18264	thurso	2
18265	thwart	8
18266	thx	3
18267	thyssenkrupp	1
18268	ti	3
18269	tiago	4
18270	tiananmen	5
18271	tiaret	1
18272	tibbett	1
18273	tick	9
18274	ticket	52
18275	ticketless	1
18276	ticketmast	1
18277	ticketweb	1
18278	tidal	4
18279	tide	4
18280	tidi	1
18281	tidier	1
18282	tie	69
18283	tiebreak	5
18284	tieless	1
18285	tier	8
18286	tierney	1
18287	tiff	1
18288	tiga	1
18289	tiger	19
18290	tight	38
18291	tighten	18
18292	tighter	4
18293	tightest	4
18294	tighthead	3
18295	till	9
18296	tillen	1
18297	tim	65
18298	timberlak	4
18299	timbilil	1
18300	time	974
18301	timefram	1
18302	timeless	4
18303	timer	1
18304	timescal	4
18305	timeslot	1
18306	timet	8
18307	timewarn	1
18308	timor	1
18309	timoteo	1
18310	timothi	2
18311	tin	3
18312	tina	3
18313	tinariwen	1
18314	tindal	10
18315	tini	22
18316	tinker	8
18317	tinni	2
18318	tinseltown	1
18319	tinto	1
18320	tio2	1
18321	tip	67
18322	tipto	1
18323	tirad	1
18324	tirana	1
18325	tire	14
18326	tireless	2
18327	tiresom	2
18328	tirunesh	3
18329	tiscali	3
18330	tissu	3
18331	tit	2
18332	titan	7
18333	titanium	2
18334	titbit	1
18335	titchmarsh	1
18336	titi	2
18337	titl	195
18338	titterrel	6
18339	tittl	1
18340	titus	1
18341	tivo	8
18342	tivotogo	1
18343	tnk	2
18344	tno	1
18345	tnt	1
18346	toast	1
18347	tobacco	8
18348	tobago	2
18349	tobey	1
18350	tobi	2
18351	tobia	1
18352	tod	2
18353	today	167
18354	todd	7
18355	toe	4
18356	toenail	1
18357	toffe	1
18358	togeth	135
18359	toho	2
18360	toil	1
18361	toilet	9
18362	toit	1
18363	tok	1
18364	token	1
18365	tokumasu	1
18366	tokyo	15
18367	told	617
18368	toler	20
18369	tolkien	2
18370	toll	15
18371	tolstoy	1
18372	tom	45
18373	toma	3
18374	tomaney	1
18375	tomasson	1
18376	tomb	1
18377	tomiyama	1
18378	tomlinson	8
18379	tommi	22
18380	tomorrow	19
18381	ton	2
18382	tone	13
18383	tong	1
18384	tonga	3
18385	tongu	5
18386	toni	186
18387	tonight	7
18388	tonn	11
18389	tonna	1
18390	tonni	1
18391	tono	1
18392	took	286
18393	tool	64
18394	toolbar	4
18395	toolkit	2
18396	toon	2
18397	tooth	2
18398	toothbrush	1
18399	toothless	1
18400	tootsi	1
18401	top500	1
18402	topic	19
18403	topless	1
18404	topper	10
18405	toppl	5
18406	toprev	1
18407	topsi	2
18408	tor	1
18409	torak	1
18410	torao	1
18411	torbay	3
18412	torch	1
18413	tore	5
18414	toren	2
18415	torfaen	1
18416	tori	181
18417	torment	1
18418	torn	7
18419	toronto	4
18420	torquay	1
18421	torr	1
18422	torrent	3
18423	torrenti	2
18424	torreton	1
18425	torrid	3
18426	tortois	1
18427	tortur	7
18428	torvald	1
18429	torvil	1
18430	toshack	3
18431	toshiba	13
18432	toshihiko	2
18433	toshitsun	1
18434	toshiyuki	1
18435	tosin	1
18436	toss	2
18437	total	208
18438	totalitarian	3
18439	totallyradio	1
18440	tote	7
18441	toto	1
18442	totp	1
18443	totp2	1
18444	tottenham	17
18445	touati	1
18446	touch	77
18447	touchdown	4
18448	touchi	3
18449	touchlin	11
18450	touchston	1
18451	tough	115
18452	toughen	2
18453	tougher	19
18454	toughest	11
18455	toulous	9
18456	toulousain	4
18457	tour	103
18458	tourism	15
18459	tourist	21
18460	tournament	62
18461	tous	1
18462	tout	14
18463	toutai	1
18464	tov	1
18465	tow	1
18466	towel	2
18467	tower	8
18468	towergroup	1
18469	town	33
18470	townhous	1
18471	townsden	1
18472	townsend	2
18473	township	2
18474	toxic	4
18475	toxicolog	1
18476	toy	10
18477	toyota	8
18478	tpm	1
18479	tps	4
18480	trace	12
18481	tracey	7
18482	traci	1
18483	track	119
18484	trackbal	2
18485	tracker	8
18486	trackpad	2
18487	tract	3
18488	traction	1
18489	tractor	1
18490	trade	223
18491	trademark	8
18492	trader	17
18493	tradesman	1
18494	tradit	94
18495	traditionalist	1
18496	trafalgar	3
18497	traffic	44
18498	traffick	4
18499	trafford	15
18500	tragedi	20
18501	tragic	7
18502	trail	29
18503	trailblaz	5
18504	trailer	5
18505	traill	8
18506	train	118
18507	traine	1
18508	trainer	6
18509	trainor	1
18510	trait	2
18511	tram	1
18512	trampl	1
18513	tran	1
18514	tranmer	1
18515	tranquil	1
18516	transact	26
18517	transatlant	5
18518	transcript	3
18519	transfer	61
18520	transform	30
18521	transgress	1
18522	transistor	4
18523	transit	14
18524	translat	28
18525	transmigr	1
18526	transmiss	11
18527	transmit	12
18528	transmitt	2
18529	transpar	22
18530	transpir	1
18531	transplant	6
18532	transport	53
18533	transsexu	1
18534	traor	2
18535	trap	14
18536	trapp	1
18537	trauma	6
18538	traumat	2
18539	travail	1
18540	travel	95
18541	travelodg	2
18542	traver	2
18543	travesti	2
18544	travi	8
18545	traviata	2
18546	trawl	2
18547	trawler	1
18548	treaci	1
18549	treadmil	2
18550	treason	2
18551	treasur	14
18552	treasuri	43
18553	treat	42
18554	treati	12
18555	treatment	40
18556	trebl	1
18557	tredegar	1
18558	tree	8
18559	trek	3
18560	trembl	1
18561	tremend	18
18562	tremor	2
18563	trench	1
18564	trend	65
18565	trendi	1
18566	trent	1
18567	tresco	1
18568	trespass	1
18569	trev	1
18570	trevin	1
18571	treviso	1
18572	trevor	15
18573	trew	1
18574	tri	384
18575	trial	120
18576	triall	10
18577	tribal	1
18578	tribe	2
18579	tribun	18
18580	tribut	28
18581	trice	1
18582	trichet	1
18583	trick	33
18584	trickeri	3
18585	tricki	12
18586	trickl	2
18587	trident	4
18588	trier	1
18589	trifl	1
18590	trigger	27
18591	trillion	31
18592	trilog	11
18593	trim	18
18594	trinidad	2
18595	triniti	3
18596	trinkaus	1
18597	trio	19
18598	trip	48
18599	tripl	30
18600	tripoli	1
18601	trippi	1
18602	triumph	36
18603	triumphant	2
18604	trivial	3
18605	trivialis	3
18606	trodden	1
18607	troeber	2
18608	troiani	1
18609	troika	2
18610	trojan	8
18611	trollhaettan	1
18612	troman	1
18613	trombon	1
18614	troncon	8
18615	troop	18
18616	trooper	1
18617	trophi	33
18618	tropic	1
18619	trotter	2
18620	troubl	93
18621	troublemak	3
18622	troublesom	1
18623	troublespot	1
18624	trough	4
18625	trounc	2
18626	troup	2
18627	trouper	2
18628	trouser	2
18629	trowbridg	5
18630	troy	3
18631	tru	1
18632	truanci	3
18633	truant	3
18634	truce	4
18635	truck	5
18636	true	70
18637	trueman	1
18638	truer	1
18639	truli	23
18640	trump	5
18641	trumpet	6
18642	truncat	1
18643	trundl	1
18644	truss	1
18645	trust	76
18646	truste	1
18647	truth	29
18648	trutnev	1
18649	tryin	1
18650	tryscor	1
18651	tsar	1
18652	tsuda	1
18653	tsumani	2
18654	tsunami	64
18655	tsusaka	1
18656	tsutsumi	1
18657	tt	1
18658	tu	2
18659	tub	1
18660	tube	5
18661	tuberculosi	3
18662	tuc	5
18663	tuck	4
18664	tucker	3
18665	tudor	3
18666	tuesday	191
18667	tuff	1
18668	tuffi	1
18669	tufnel	1
18670	tug	1
18671	tui	1
18672	tuidriva	1
18673	tuilagi	1
18674	tuiliagi	1
18675	tuipulotu	1
18676	tuition	15
18677	tulip	3
18678	tulu	1
18679	tumbl	13
18680	tune	32
18681	tuner	2
18682	tunisia	5
18683	tunisian	4
18684	tunnel	10
18685	tupac	2
18686	tuppenc	1
18687	turban	1
18688	turbo	2
18689	turbul	5
18690	turf	7
18691	turin	3
18692	turismo	1
18693	turk	3
18694	turkcel	2
18695	turkey	15
18696	turkish	13
18697	turkmen	1
18698	turkmenistan	2
18699	turmoil	2
18700	turn	288
18701	turnaround	12
18702	turnbul	4
18703	turner	14
18704	turnour	1
18705	turnout	11
18706	turnov	14
18707	turvi	2
18708	tussaud	1
18709	tussl	3
18710	tutor	1
18711	tutsi	2
18712	tutu	1
18713	tuxford	1
18714	tv	203
18715	tver	1
18716	tveter	2
18717	tvs	14
18718	tw	1
18719	twat	1
18720	tweak	7
18721	twee	2
18722	tweedbank	1
18723	twelfth	1
18724	twelv	11
18725	twenti	9
18726	twentieth	4
18727	twice	65
18728	twickenham	24
18729	twiddl	1
18730	twigg	2
18731	twin	14
18732	twinkl	2
18733	twist	9
18734	twista	1
18735	twitch	3
18736	ty	1
18737	tyco	1
18738	tycoon	13
18739	tyke	3
18740	tyler	2
18741	tymoshenko	3
18742	tyndal	1
18743	tyne	2
18744	tynecastl	2
18745	tynesid	3
18746	type	75
18747	typhoon	1
18748	typic	43
18749	tyranni	4
18750	tyrant	1
18751	tyre	1
18752	tyri	1
18753	tysabri	1
18754	tyson	1
18755	tyukanov	1
18756	tzeko	9
18757	u	11
18758	u2	21
18759	u21	1
18760	uaf	1
18761	ub	9
18762	uber	1
18763	ubiqu	1
18764	ubiquit	7
18765	ubisens	1
18766	ubisoft	2
18767	uca	1
18768	uddin	1
18769	uefa	18
18770	uei	1
18771	ufj	3
18772	ufo	1
18773	uganda	2
18774	ugandan	1
18775	ugli	7
18776	uhi	1
18777	uk	537
18778	uka	2
18779	ukif	2
18780	ukip	13
18781	ukrain	13
18782	ukrainian	5
18783	ulf	1
18784	uli	1
18785	ulrich	2
18786	ulster	10
18787	ultim	63
18788	ultima	1
18789	ultimatum	1
18790	ultimit	1
18791	ultra	6
18792	ultraviolet	1
18793	ulvaeus	1
18794	uma	1
18795	umaga	4
18796	umberto	1
18797	umbil	1
18798	umbrag	1
18799	umbrella	11
18800	umbro	1
18801	umd	4
18802	umemoto	1
18803	ummm	1
18804	umpir	3
18805	umpteenth	1
18806	unab	2
18807	unabash	2
18808	unabl	42
18809	unaccept	21
18810	unaccompani	1
18811	unaccount	3
18812	unadjust	1
18813	unaffect	8
18814	unafraid	1
18815	unaid	2
18816	unalloy	1
18817	unalt	1
18818	unambigu	1
18819	unambiti	1
18820	unanim	10
18821	unannounc	2
18822	unansw	2
18823	unassail	3
18824	unattract	1
18825	unauthor	1
18826	unauthoris	10
18827	unavail	9
18828	unavoid	2
18829	unawar	15
18830	unbalanc	1
18831	unbeat	2
18832	unbeaten	13
18833	unbecom	2
18834	unbeliev	3
18835	unbias	3
18836	unblight	2
18837	unblock	1
18838	unbroken	1
18839	unbundl	6
18840	uncap	6
18841	unceremoni	1
18842	uncertain	13
18843	uncertainti	23
18844	unchalleng	1
18845	unchang	13
18846	uncharacterist	1
18847	unchart	2
18848	uncheck	2
18849	uncl	9
18850	unclear	16
18851	unclog	1
18852	uncollect	1
18853	uncomfort	7
18854	uncompromis	2
18855	uncondit	2
18856	unconsci	1
18857	unconscion	1
18858	uncontrol	3
18859	unconvent	1
18860	unconvinc	1
18861	uncoop	2
18862	uncost	2
18863	uncouth	1
18864	uncov	13
18865	uncredit	1
18866	uncut	1
18867	undaunt	1
18868	undecid	6
18869	undeclar	1
18870	undef	1
18871	undeliv	1
18872	undemocrat	2
18873	undeni	2
18874	underachiev	1
18875	underag	1
18876	undercov	2
18877	undercut	1
18878	underdog	4
18879	underestim	9
18880	underexposur	2
18881	underf	1
18882	underfund	1
18883	undergo	15
18884	undergon	2
18885	undergradu	1
18886	underground	20
18887	underhand	2
18888	underlin	15
18889	undermin	23
18890	underneath	5
18891	underpaid	1
18892	underperform	1
18893	underpin	8
18894	underplay	1
18895	underpr	1
18896	underr	1
18897	underrepres	1
18898	underscor	2
18899	undersecretari	1
18900	underserv	1
18901	underst	4
18902	understaf	1
18903	understand	117
18904	understood	34
18905	understudi	2
18906	undertak	10
18907	undertaken	4
18908	undertook	1
18909	underus	2
18910	undervalu	11
18911	underw	2
18912	underwat	2
18913	underway	5
18914	underwhelm	1
18915	underwood	1
18916	underworld	1
18917	underwrit	2
18918	undetect	2
18919	undignifi	1
18920	undim	1
18921	undisclos	9
18922	undo	3
18923	undoubt	11
18924	undu	1
18925	undul	1
18926	unduli	1
18927	unearn	1
18928	unearth	4
18929	uneasi	1
18930	uneasili	1
18931	unec	1
18932	unedit	3
18933	uneduc	1
18934	unelect	1
18935	unemploy	49
18936	unencumb	1
18937	unenforc	2
18938	unequ	1
18939	unequivoc	2
18940	uner	1
18941	unescort	1
18942	uneven	1
18943	unexpect	15
18944	unfair	30
18945	unfaith	1
18946	unfamiliar	1
18947	unfashion	1
18948	unfavour	5
18949	unfaz	2
18950	unfeas	3
18951	unfett	1
18952	unfilt	1
18953	unfinish	2
18954	unflapp	2
18955	unflatt	1
18956	unfold	6
18957	unforc	5
18958	unforese	1
18959	unforgiv	1
18960	unforgiven	2
18961	unfortun	35
18962	unfound	6
18963	unfreez	1
18964	unfriend	3
18965	unfrozen	1
18966	unfulfil	2
18967	unga	1
18968	unglamor	1
18969	unguard	3
18970	unguess	1
18971	unhappi	17
18972	unhealthi	5
18973	unhealthili	1
18974	unheard	1
18975	unhelp	1
18976	unherald	3
18977	uni	1
18978	unicef	3
18979	unicod	2
18980	unidentifi	4
18981	unifi	9
18982	uniform	9
18983	unilater	2
18984	unilev	3
18985	unimagin	2
18986	unimpress	1
18987	uninform	2
18988	uninspir	2
18989	unintent	3
18990	uninterest	1
18991	uninterrupt	1
18992	union	155
18993	unionist	1
18994	uniqu	31
18995	unison	9
18996	unit	261
18997	unitari	1
18998	uniti	15
18999	univers	123
19000	unjust	2
19001	unjustifi	5
19002	unkempt	1
19003	unknown	18
19004	unlaw	7
19005	unleash	9
19006	unless	65
19007	unlicens	1
19008	unlik	97
19009	unlimit	5
19010	unlock	6
19011	unlucki	5
19012	unmark	5
19013	unmask	1
19014	unmatch	2
19015	unmiss	3
19016	unmistak	2
19017	unnam	12
19018	unnatur	1
19019	unnecessari	10
19020	unnecessarili	2
19021	unnerv	1
19022	unnot	2
19023	uno	2
19024	unobtrus	1
19025	unoffici	3
19026	unosat	1
19027	unpaid	11
19028	unpalat	1
19029	unparallel	1
19030	unpatch	2
19031	unpatriot	1
19032	unpay	1
19033	unpick	1
19034	unplay	3
19035	unpleas	2
19036	unplug	2
19037	unpopular	4
19038	unpreced	9
19039	unpredict	9
19040	unprint	1
19041	unproduct	1
19042	unprofession	2
19043	unprofit	3
19044	unprotect	6
19045	unprovok	2
19046	unpunish	1
19047	unquestion	1
19048	unravel	3
19049	unrealist	6
19050	unreason	5
19051	unrecover	2
19052	unrecycl	1
19053	unreform	1
19054	unregist	1
19055	unregul	1
19056	unrel	4
19057	unreleas	5
19058	unreli	1
19059	unremark	1
19060	unremit	5
19061	unrepent	2
19062	unrequit	1
19063	unreserv	1
19064	unrest	4
19065	unreturn	1
19066	unrevis	2
19067	unrival	1
19068	unruffl	1
19069	unruli	3
19070	unsaf	1
19071	unsatisfactori	2
19072	unsatisfi	1
19073	unscript	1
19074	unscrupul	2
19075	unseal	1
19076	unseason	3
19077	unseat	2
19078	unsecur	2
19079	unseed	6
19080	unseen	2
19081	unsettl	8
19082	unshowbusi	1
19083	unshred	1
19084	unsign	3
19085	unskil	2
19086	unsold	1
19087	unsolicit	9
19088	unsolv	1
19089	unsophist	1
19090	unspecifi	4
19091	unstain	1
19092	unstopp	4
19093	unstructur	1
19094	unstuck	1
19095	unsubscrib	2
19096	unsubstanti	4
19097	unsuccess	14
19098	unsuit	3
19099	unsung	3
19100	unsur	7
19101	unsurpris	2
19102	unsustain	4
19103	untap	1
19104	untax	2
19105	unthink	3
19106	untouch	3
19107	untrammel	1
19108	untreat	1
19109	untri	1
19110	untru	4
19111	unus	5
19112	unusu	27
19113	unveil	92
19114	unviabl	1
19115	unwant	6
19116	unwash	1
19117	unwav	1
19118	unwel	1
19119	unwelcom	3
19120	unwieldi	1
19121	unwil	7
19122	unwilling	2
19123	unwind	3
19124	unwinn	1
19125	unwis	2
19126	unwit	4
19127	unwork	2
19128	unwrap	1
19129	upbeat	28
19130	upcom	14
19131	updat	42
19132	updik	1
19133	upfield	1
19134	upfront	2
19135	upgrad	34
19136	upheav	1
19137	upheld	9
19138	uphil	6
19139	uphold	5
19140	upholst	1
19141	upkeep	1
19142	uplift	2
19143	uplight	1
19144	upload	16
19145	upmarket	1
19146	upn	1
19147	upper	20
19148	uprat	1
19149	upright	5
19150	upris	2
19151	uproar	1
19152	upscal	1
19153	upset	31
19154	upsid	3
19155	upson	1
19156	upstag	1
19157	upstair	4
19158	upstart	1
19159	upsurg	7
19160	upsw	3
19161	uptak	6
19162	uptight	1
19163	upto	1
19164	upton	3
19165	upturn	6
19166	upward	22
19167	ur	1
19168	uranium	3
19169	urban	17
19170	urbino	1
19171	urg	91
19172	urgenc	4
19173	urgent	16
19174	urin	3
19175	uruguay	4
19176	uruguayan	1
19177	usa	30
19178	usabl	6
19179	usada	3
19180	usag	8
19181	usatf	1
19182	usb	7
19183	usdaw	1
19184	use	673
19185	useabl	1
19186	useless	10
19187	user	194
19188	usernam	2
19189	usher	16
19190	usta	1
19191	usual	76
19192	usurp	1
19193	utah	5
19194	utd	18
19195	utgoff	1
19196	util	19
19197	utilis	10
19198	utmost	2
19199	utter	8
19200	uv	2
19201	uwb	2
19202	ux50	1
19203	uzbekistan	1
19204	uzzel	1
19205	v	29
19206	v2	1
19207	v3	2
19208	v50	1
19209	v603sh	1
19210	v770	1
19211	v8	1
19212	vabr	1
19213	vacant	4
19214	vacat	5
19215	vaccin	5
19216	vacuiti	1
19217	vacuous	2
19218	vacuum	1
19219	vader	2
19220	vadim	1
19221	vagina	1
19222	vagu	3
19223	vahid	1
19224	vaidisova	1
19225	vaidyanathan	1
19226	vaikona	1
19227	vail	1
19228	vaili	1
19229	vain	1
19230	vaio	1
19231	vakacegu	1
19232	valbon	3
19233	vald	1
19234	vale	1
19235	valencia	5
19236	valenciana	1
19237	valent	4
19238	valentin	4
19239	valeri	1
19240	valid	17
19241	valium	1
19242	vall	1
19243	valley	10
19244	valu	157
19245	valuabl	16
19246	valuat	6
19247	valv	4
19248	vampir	4
19249	van	41
19250	vanadium	1
19251	vanc	1
19252	vancheshwar	1
19253	vandal	2
19254	vanessa	3
19255	vanish	4
19256	vaniti	5
19257	vantag	1
19258	vapour	1
19259	vapourwar	2
19260	varga	3
19261	vari	18
19262	variabl	1
19263	variant	11
19264	variat	4
19265	varieti	45
19266	varig	1
19267	various	35
19268	varirti	1
19269	varley	1
19270	varttina	1
19271	vasco	1
19272	vassel	1
19273	vassili	1
19274	vassilli	1
19275	vast	45
19276	vat	3
19277	vatican	1
19278	vaughan	6
19279	vaughn	2
19280	vault	7
19281	vaulter	5
19282	vaunt	2
19283	vauxhal	5
19284	vaz	2
19285	vc	2
19286	vcr	5
19287	vcrs	2
19288	ve	209
19289	veb	1
19290	vedomosti	2
19291	veer	1
19292	vega	27
19293	veget	2
19294	vehement	1
19295	vehicl	42
19296	vehicular	1
19297	veil	2
19298	vein	1
19299	veint	2
19300	velimir	3
19301	vellum	1
19302	velvet	1
19303	vendetta	1
19304	vendor	10
19305	veneer	1
19306	vener	2
19307	venezuela	7
19308	venezuelan	4
19309	veng	1
19310	venic	10
19311	vent	1
19312	venta	1
19313	venter	1
19314	ventur	37
19315	ventura	1
19316	venu	26
19317	venus	6
19318	vera	24
19319	veracruz	2
19320	verbal	9
19321	verbalici	1
19322	verbalis	1
19323	verdecchia	1
19324	verdi	2
19325	verdict	10
19326	verdon	1
19327	verg	13
19328	veri	541
19329	verif	1
19330	verifi	6
19331	verisign	2
19332	verit	1
19333	verita	8
19334	verizon	6
19335	vermont	1
19336	vern	1
19337	veron	1
19338	versa	4
19339	versac	1
19340	versatil	4
19341	version	145
19342	versus	10
19343	vertebra	1
19344	vertic	2
19345	vertigo	4
19346	verv	2
19347	verwaayen	2
19348	vessel	2
19349	vest	1
19350	vestey	2
19351	vesti	1
19352	vet	3
19353	veteran	51
19354	vetham	2
19355	veto	11
19356	vettriano	2
19357	vh1	3
19358	vhs	8
19359	viabil	5
19360	viabl	7
19361	viacom	4
19362	viadana	1
19363	vialli	2
19364	vianello	2
19365	viard	1
19366	vibe	1
19367	vibrant	3
19368	vibraphon	1
19369	vibrat	1
19370	vic	6
19371	vicar	3
19372	vice	76
19373	vicent	1
19374	vicious	4
19375	vicissitud	1
19376	vicker	1
19377	vickeri	13
19378	vickerman	1
19379	vicki	3
19380	victim	70
19381	victimis	2
19382	victimless	1
19383	victor	20
19384	victori	148
19385	victoria	11
19386	victorian	3
19387	vidal	1
19388	video	163
19389	videogam	1
19390	videophon	1
19391	vido	1
19392	viduka	2
19393	vie	6
19394	vieira	5
19395	vienna	6
19396	viennes	1
19397	vietnam	7
19398	view	158
19399	viewer	60
19400	viewfind	2
19401	viewpoint	5
19402	vigil	1
19403	vigilant	3
19404	vignal	2
19405	vigo	1
19406	vigor	5
19407	vijay	3
19408	vijver	1
19409	vike	2
19410	viktor	8
19411	vile	1
19412	viljoen	1
19413	villa	12
19414	villag	23
19415	villain	6
19416	villalba	1
19417	villar	3
19418	villarr	1
19419	villier	4
19420	vima	1
19421	vin	1
19422	vinc	7
19423	vincent	10
19424	vincenzo	3
19425	vinci	7
19426	vincz	1
19427	vindic	3
19428	vindict	2
19429	vine	2
19430	vinod	1
19431	vintag	1
19432	vintner	1
19433	vinyl	3
19434	violat	29
19435	violenc	31
19436	violent	16
19437	viotti	2
19438	vioxx	1
19439	viral	1
19440	virgil	1
19441	virgin	11
19442	virginia	13
19443	virtu	3
19444	virtual	32
19445	virus	57
19446	vis	1
19447	visa	20
19448	visagi	3
19449	visakhapatnam	1
19450	viscer	1
19451	vishwanathan	1
19452	visibl	12
19453	vision	40
19454	visit	93
19455	visitor	51
19456	vista	4
19457	visteon	1
19458	visual	27
19459	visualis	2
19460	vita	1
19461	vital	63
19462	viticultur	1
19463	vivaldi	1
19464	vivanco	1
19465	vive	1
19466	vivek	1
19467	vivendi	4
19468	vivid	4
19469	vivr	2
19470	vj	2
19471	vladimir	16
19472	vlore	1
19473	vocabulari	2
19474	vocal	13
19475	vocalist	1
19476	vocat	2
19477	vocifer	7
19478	vod	1
19479	vodafon	18
19480	vodka	2
19481	vogt	4
19482	vogu	1
19483	voic	86
19484	void	6
19485	voigt	1
19486	voip	4
19487	voisin	1
19488	volandri	1
19489	volatil	11
19490	volcan	1
19491	volcano	2
19492	voldemort	1
19493	volit	1
19494	volksop	1
19495	volkswagen	6
19496	volley	13
19497	voltag	2
19498	volum	22
19499	volunt	8
19500	voluntari	14
19501	voluntarili	5
19502	volvi	1
